Ticker,Company,Sector,Industry,Country
TDY,Teledyne Technologies Inc,Technology,Scientific & Technical Instruments,USA
TEAM,Atlassian Corporation,Technology,Software - Application,USA
TECH,Bio-Techne Corp,Healthcare,Biotechnology,USA
TECK,Teck Resources Ltd,Basic Materials,Other Industrial Metals & Mining,Canada
TEF,Telefonica S.A ADR,Communication Services,Telecom Services,Spain
TEL,TE Connectivity Ltd,Technology,Electronic Components,Switzerland
TENB,Tenable Holdings Inc,Technology,Software - Infrastructure,USA
TER,Teradyne,,,
TEX,Terex Corp.,Industrials,Farm & Heavy Construction Machinery,USA
TFC,Truist Financial Corporation,Financial,Banks - Regional,USA
TFII,TFI International Inc,Industrials,Trucking,Canada
TFPM,Triple Flag Precious Metals Corp,Basic Materials,Other Precious Metals & Mining,Canada
TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA
TGLS,Tecnoglass Inc,Basic Materials,Building Materials,USA
TGNA,TEGNA Inc,Communication Services,Broadcasting,USA
TGT,Target Corp,Consumer Defensive,Discount Stores,USA
TGTX,TG Therapeutics Inc,Healthcare,Biotechnology,USA
THC,Tenet Healthcare Corp.,Healthcare,Medical Care Facilities,USA
THG,Hanover Insurance Group Inc,Financial,Insurance - Property & Casualty,USA
THO,Thor Industries,,,
THS,Treehouse Foods Inc,Consumer Defensive,Packaged Foods,USA
TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg
TIXT,TELUS International (Cda) Inc,Technology,Software - Infrastructure,Canada
TJX,TJX Companies,,,
TKC,Turkcell Iletisim Hizmetleri A.S. ADR,Communication Services,Telecom Services,Turkey
TKO,TKO Group Holdings Inc,Communication Services,Entertainment,USA
TKR,Timken Co.,Industrials,Tools & Accessories,USA
TMDX,Transmedics Group Inc,Healthcare,Medical Devices,USA
TMHC,Taylor Morrison Home Corp.,Consumer Cyclical,Residential Construction,USA
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA
TMUS,T-Mobile US Inc,Communication Services,Telecom Services,USA
TNET,TriNet Group Inc,Industrials,Staffing & Employment Services,USA
TNL,Travel+Leisure Co,Consumer Cyclical,Travel Services,USA
TOL,Toll Brothers Inc.,Consumer Cyclical,Residential Construction,USA
TOST,Toast Inc,Technology,Software - Infrastructure,USA
TOWN,Townebank Portsmouth VA,Financial,Banks - Regional,USA
TPG,TPG Inc,Financial,Asset Management,USA
TPH,Tri Pointe Homes Inc.,Consumer Cyclical,Residential Construction,USA
TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods,USA
TPX,Tempur Sealy International Inc,Consumer Cyclical,Furnishings,
TR,Tootsie Roll Industries,,,
TREX,TREX Co.,,,
TRI,Thomson-Reuters Corp,Industrials,Specialty Business Services,Canada
TRIP,TripAdvisor Inc.,Consumer Cyclical,Travel Services,USA
TRMB,Trimble Inc,Technology,Scientific & Technical Instruments,USA
TRN,Trinity Industries,,,
TRNO,Terreno Realty Corp,Real Estate,REIT - Industrial,USA
TROW,T. Rowe Price Group Inc.,Financial,Asset Management,USA
TROX,Tronox Holdings plc,Basic Materials,Chemicals,USA
TRU,TransUnion,Industrials,Consulting Services,USA
TRV,Travelers Companies Inc.,Financial,Insurance - Property & Casualty,USA
TSCO,Tractor Supply Co.,Consumer Cyclical,Specialty Retail,USA
TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA
TSN,Tyson Foods,,,
TT,Trane Technologies plc,Industrials,Building Products & Equipment,Ireland
TTC,Toro Co.,Industrials,Tools & Accessories,USA
TTD,Trade Desk Inc,Technology,Software - Application,USA
TTEK,Tetra Tech,,,
TTWO,Take-Two Interactive Software,,,
TU,Telus Corp.,Communication Services,Telecom Services,Canada
TWLO,Twilio Inc,Communication Services,Internet Content & Information,USA
TWST,Twist Bioscience Corp,Healthcare,Diagnostics & Research,USA
TX,Ternium S.A. ADR,Basic Materials,Steel,Luxembourg
TXG,10x Genomics Inc,Healthcare,Health Information Services,USA
TXN,Texas Instruments Inc.,Technology,Semiconductors,USA
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA
TXT,Textron Inc.,Industrials,Aerospace & Defense,USA
TYL,Tyler Technologies,,,
U,Unity Software Inc,Technology,Software - Application,USA
UA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA
UAA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA
UAL,United Airlines Holdings Inc,Industrials,Airlines,USA
UBER,Uber Technologies Inc,Technology,Software - Application,USA
UBS,UBS Group AG,Financial,Banks - Diversified,Switzerland
UBSI,United Bankshares,,,
UCBI,United Community Banks Inc,Financial,Banks - Regional,USA
UDMY,Udemy Inc,Consumer Defensive,Education & Training Services,USA
UDR,UDR Inc,Real Estate,REIT - Residential,USA
UE,Urban Edge Properties,Real Estate,REIT - Retail,USA
UFPI,UFP Industries Inc,Basic Materials,Lumber & Wood Production,USA
UHAL,U-Haul Holding Company,Industrials,Rental & Leasing Services,USA
UHAL-B,U-Haul Holding Company,Industrials,Rental & Leasing Services,USA
UHS,Universal Health Services,,,
UI,Ubiquiti Inc,Technology,Communication Equipment,USA
UL,Unilever plc ADR,Consumer Defensive,Household & Personal Products,United Kingdom
ULTA,Ulta Beauty Inc,Consumer Cyclical,Specialty Retail,USA
UMBF,UMB Financial Corp.,Financial,Banks - Regional,USA
UNF,Unifirst Corp.,Industrials,Specialty Business Services,USA
UNH,Unitedhealth Group Inc,Healthcare,Healthcare Plans,USA
UNM,Unum Group,Financial,Insurance - Life,USA
UNP,Union Pacific Corp.,Industrials,Railroads,USA
UP,Wheels Up Experience Inc,Industrials,Airports & Air Services,USA
UPS,United Parcel Service,,,
UPST,Upstart Holdings Inc,Financial,Credit Services,USA
UPWK,Upwork Inc,Industrials,Staffing & Employment Services,USA
URBN,Urban Outfitters,,,
URI,United Rentals,,,
USB,U.S. Bancorp.,Financial,Banks - Regional,USA
USFD,US Foods Holding Corp,Consumer Defensive,Food Distribution,USA
USM,United States Cellular Corporation,Communication Services,Telecom Services,USA
UTHR,United Therapeutics Corp,Healthcare,Biotechnology,USA
V,Visa Inc,Financial,Credit Services,USA
VAC,Marriott Vacations Worldwide Corp,Consumer Cyclical,Resorts & Casinos,USA
VC,Visteon Corp.,Consumer Cyclical,Auto Parts,USA
VCTR,Victory Capital Holdings Inc,Financial,Asset Management,USA
VCYT,Veracyte Inc,Healthcare,Biotechnology,USA
VEEV,Veeva Systems Inc,Healthcare,Health Information Services,USA
VERX,Vertex Inc,Technology,Software - Application,USA
VFC,VF Corp.,Consumer Cyclical,Apparel Manufacturing,USA
VFS,VinFast Auto Ltd.,Consumer Cyclical,Auto Manufacturers,USA
VIAV,Viavi Solutions Inc,Technology,Communication Equipment,USA
VICI,VICI Properties Inc,Real Estate,REIT - Diversified,USA
VKTX,Viking Therapeutics Inc,Healthcare,Biotechnology,USA
VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,USA
VLY,Valley National Bancorp,Financial,Banks - Regional,USA
VMC,Vulcan Materials Co,Basic Materials,Building Materials,USA
VMI,Valmont Industries,,,
VNO,Vornado Realty Trust,Real Estate,REIT - Office,USA
VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,USA
VOD,Vodafone Group plc ADR,Communication Services,Telecom Services,United Kingdom
VOYA,Voya Financial Inc,Financial,Financial Conglomerates,USA
VRNS,Varonis Systems Inc,Technology,Software - Infrastructure,USA
VRRM,Verra Mobility Corp,Industrials,Infrastructure Operations,USA
VRSK,Verisk Analytics Inc,Industrials,Consulting Services,USA
VRSN,Verisign Inc.,Technology,Software - Infrastructure,USA
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,USA
VRTX,Vertex Pharmaceuticals,,,
VSAT,Viasat,,,
VSH,Vishay Intertechnology,,,
VSTS,Vestis Corp,Industrials,Rental & Leasing Services,USA
VTR,Ventas Inc,Real Estate,REIT - Healthcare Facilities,USA
VTRS,Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
VYX,NCR Voyix Corp,Technology,Information Technology Services,USA
VZ,Verizon Communications Inc,Communication Services,Telecom Services,USA
W,Wayfair Inc,Consumer Cyclical,Internet Retail,USA
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Railroads,USA
WAFD,WaFd Inc,Financial,Banks - Regional,USA
WAL,Western Alliance Bancorp,Financial,Banks - Regional,USA
WAT,Waters Corp.,Healthcare,Diagnostics & Research,USA
WBA,Walgreens Boots Alliance Inc,Healthcare,Pharmaceutical Retailers,USA
WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment,USA
WBS,Webster Financial Corp.,Financial,Banks - Regional,USA
WCC,Wesco International,,,
WCN,Waste Connections Inc,Industrials,Waste Management,Canada
WD,Walker & Dunlop Inc,Financial,Mortgage Finance,USA
WDAY,Workday Inc,Technology,Software - Application,USA
WDC,Western Digital Corp.,Technology,Computer Hardware,USA
WDFC,WD-40 Co.,Basic Materials,Specialty Chemicals,USA
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,USA
WEN,Wendy's Co,Consumer Cyclical,Restaurants,USA
WERN,Werner Enterprises,,,
WEX,WEX Inc,Technology,Software - Infrastructure,USA
WFC,Wells Fargo & Co.,Financial,Banks - Diversified,USA
WFG,West Fraser Timber Co.,,,
WGO,Winnebago Industries,,,
WH,Wyndham Hotels & Resorts Inc,Consumer Cyclical,Lodging,USA
WHR,Whirlpool Corp.,Consumer Cyclical,Furnishings,
WING,Wingstop Inc,Consumer Cyclical,Restaurants,USA
WIRE,Encore Wire Corp.,Industrials,Electrical Equipment & Parts,USA
WK,Workiva Inc,Technology,Software - Application,USA
WLK,Westlake Corporation,Basic Materials,Specialty Chemicals,USA
WM,Waste Management,,,
WMG,Warner Music Group Corp,Communication Services,Entertainment,USA
WMS,Advanced Drainage Systems Inc,Industrials,Building Products & Equipment,USA
WMT,Walmart Inc,Consumer Defensive,Discount Stores,USA
WOLF,Wolfspeed Inc,Technology,Semiconductors,USA
WOR,Worthington Enterprises Inc.,Industrials,Metal Fabrication,USA
WPC,W. P. Carey Inc,Real Estate,REIT - Diversified,USA
WPM,Wheaton Precious Metals Corp,Basic Materials,Gold,Canada
WPP,WPP Plc. ADR,Communication Services,Advertising Agencies,United Kingdom
WRB,W.R. Berkley Corp.,Financial,Insurance - Property & Casualty,USA
WRK,WestRock Co,Consumer Cyclical,Packaging & Containers,USA
WSC,WillScot Mobile Mini Holdings Corp,Industrials,Rental & Leasing Services,USA
WSFS,WSFS Financial Corp.,Financial,Banks - Regional,USA
WSM,Williams-Sonoma,,,
WSO,Watsco Inc.,Industrials,Industrial Distribution,USA
WST,West Pharmaceutical Services,,,
WTFC,Wintrust Financial Corp.,Financial,Banks - Regional,USA
WTM,White Mountains Insurance Group,,,
WTS,Watts Water Technologies,,,
WTW,Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,United Kingdom
WU,Western Union Company,Financial,Credit Services,USA
WWD,Woodward Inc,Industrials,Aerospace & Defense,USA
WY,Weyerhaeuser Co.,Real Estate,REIT - Specialty,USA
WYNN,Wynn Resorts Ltd.,Consumer Cyclical,Resorts & Casinos,USA
X,United States Steel Corp.,Basic Materials,Steel,USA
XENE,Xenon Pharmaceuticals Inc,Healthcare,Biotechnology,Canada
XPO,XPO Inc,Industrials,Trucking,USA
XRAY,DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies,USA
XYL,Xylem Inc,Industrials,Specialty Industrial Machinery,USA
YELP,Yelp Inc,Communication Services,Internet Content & Information,USA
YETI,YETI Holdings Inc,Consumer Cyclical,Leisure,USA
YOU,Clear Secure Inc,Technology,Software - Application,USA
YUM,Yum Brands Inc.,Consumer Cyclical,Restaurants,USA
Z,Zillow Group Inc,Communication Services,Internet Content & Information,USA
ZBH,Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA
ZBRA,Zebra Technologies Corp.,Technology,Communication Equipment,USA
ZD,Ziff Davis Inc,Communication Services,Advertising Agencies,USA
ZG,Zillow Group Inc,Communication Services,Internet Content & Information,USA
ZGN,Ermenegildo Zegna N.V.,Consumer Cyclical,Apparel Manufacturing,Italy
ZI,ZoomInfo Technologies Inc.,Technology,Software - Application,USA
ZION,Zions Bancorporation N.A,Financial,Banks - Regional,USA
ZM,Zoom Video Communications Inc,Technology,Software - Application,USA
ZS,Zscaler Inc,Technology,Software - Infrastructure,USA
ZTS,Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
ZWS,Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA
